status_id,author_name,user_id,post_time,post_content
6516,Mike Lindell,@mikelindell,2024-01-08 09:29:00,"LindellTV welcomes the great Lou Dobbs to our network Don’t miss his first guest on “Lou Dobbs Tonight”, our real President@realDonaldTrump. Monday January 8th at 7pm (ET)"
6514,Donald J. Trump,@realDonaldTrump,2024-01-08 12:12:00,"Thank you Peggy for writing such an inspiring article about Mar-a-Lago, and more, especially since you knew and understood President Reagan so well. Wow!"
6506,Donald J. Trump,@realDonaldTrump,2024-01-08 12:29:00,PAGE 2: “The Obstruction Charges That May Derail Trump’s Election-Interference Trial”
6505,Donald J. Trump,@realDonaldTrump,2024-01-08 12:29:00,“The Obstruction Charges That May Derail Trump’s Election-Interference Trial”
6494,Donald J. Trump,@realDonaldTrump,2024-01-08 12:36:00,"Almost all experts and legal analysts have stated, for all to see, that the Litigation before Judge Engoron is a sham and disgrace, a dark time in New York Judicial history. I did nothing wrong but, most importantly, as they state very strongly, I already won a vast majority of the case in the Appellate Division with their decision issued in June, a decision that Judge Engoron refuses to acknowledge or accept. He incorrectly, and perhaps fraudulently, valued Mar-a-Lago at $18,000,000, but his disrespect of the Appellate Division, and their opinion, is far worse. A.G. Letitia James is a Racist scoundrel who thinks she has total power and control over the Judge. She gave him the fraudulent numbers. Somehow it will all be corrected and fair. God Bless America!"
6479,RSBN,@RSBN,2024-01-08 15:20:00,"Trump gathers ‘overwhelming’ lead in Democrat-run state, new poll shows"
6478,RSBN,@RSBN,2024-01-08 15:20:00,"Trump gathers ‘overwhelming’ lead in Democrat-run state, new poll shows"
6493,Donald J. Trump,@realDonaldTrump,2024-01-08 15:21:00,“CNN’s inaugural Road to 270 shows Trump in a position to win the White House”
6489,Donald J. Trump,@realDonaldTrump,2024-01-08 19:36:00,"Nikki Haley, who said I was a great President and that she would “never run against me,” just stated that I “should not be kicked off the ballot” and that she “will beat me fair and square.” Her only problem is, a new Morning Consult poll that just came out has me leading her by 43 points in Iowa. Also, interestingly, I’ve gone up 8 points, and she’s only gone up 4, but Ron DeSanctimonious has gone down by 4–Could be the end of the line for Ron. I would like to congratulate “Aida” Hutchinson on the fact that, after being at ZERO for 7 consecutive months, he has broken the ice and is now at a solid 1%. Sloppy Chris Christie is “DEAD!”"
6488,Donald J. Trump,@realDonaldTrump,2024-01-08 20:07:00,"Almost all experts and legal analysts have stated, for all to see, that the Litigation before Judge Engoron is a sham and disgrace, a dark time in New York Judicial history. I did nothing wrong but, most importantly, as legal experts state very strongly, I already won a vast majority of the case in the Appellate Division with their decision issued in June, a decision that Judge Engoron refuses to acknowledge or accept. He incorrectly, and perhaps fraudulently, valued Mar-a-Lago at $18,000,000, but his disrespect of the Appellate Division, and their opinion, is far worse. A.G. Letitia James is a Racist Scoundrel who thinks she has total power and control over the Judge. She gave him the fraudulent numbers from which he made his ridiculous Mar-a-Lago calculations. A horrible and illegal Witch Hunt, but somehow it will all be corrected and fair. God Bless America!"
6487,Donald J. Trump,@realDonaldTrump,2024-01-08 20:09:00,"Page 5: I AM SO PROUD TO BE SHOWING THE PEOPLE OF AMERICA HOW CORRUPT CROOKED JOE BIDEN, AND OUR JUSTICE SYSTEM IS! ALL CHARGES AGAINST ME, AND OTHERS, SHOULD BE IMMEDIATELY DROPPED, WITH APOLOGIES, AND MONETARY DAMAGES FOR THE ILLEGAL AND HIGHLY POLITICAL PERSECUTION OF INNOCENT PEOPLE. IN GOD WE TRUST!"
6486,Donald J. Trump,@realDonaldTrump,2024-01-08 20:09:00,"Page 4: “Willis and Wade have been engaged in an improper, clandestine personal relationship during the pendency of this case, which has resulted in the Special Prosecutor, and, in turn, the District Attorney, profiting significantly from this prosecution at the expense of the taxpayers…The motion contends that Wade’s appointment was not approved by the Fulton Board of Commissioners as required by law, and it questions Wade’s credentials, contending he has never prosecuted a felony case.”….."
6485,Donald J. Trump,@realDonaldTrump,2024-01-08 20:10:00,"Page 3: It has been alleged that “Willis and Wade have been involved in a romantic relationship that began BEFORE Wade was appointed Special Prosecutor. It says they traveled together to Napa Valley and Florida, and they cruised the Caribbean using tickets Wade purchased from Norwegian and Royal Caribbean cruise lines [Were these tickets paid for, or were they a gift to this lovely couple?]…The motion also said the checks sent to Wade from Fulton County and his subsequent purchase of vacations for Willis could amount to honest services fraud, a federal crime in which a vendor gives kickbacks to an employer. It is also possible this could be prosecuted under the federal racketeering statute, the motion said.”….."
6484,Donald J. Trump,@realDonaldTrump,2024-01-08 20:11:00,"Page 2: So, she would give the Lawyer Lover large sums of money, they would take romantic trips together, and he would pay the bills. He got divorced the day he signed the Contract. This “Special Prosecutor” was given the assignment to “Get” Donald J. Trump, in collusion and coordination with Crooked Joe Biden’s Department of Injustice [DOJ] and the FBI, working closely with the GBI [Georgia Bureau of Investigation], and probably another “Get Trump” Prosecutor, Deranged Jack Smith, and Biden’s Friend, Prosecutor Lisa Monaco of the DOJ….."
6483,Donald J. Trump,@realDonaldTrump,2024-01-08 20:16:00,"Has everybody seen the revelation, just announced in the Great State of Georgia, that the Fulton County D.A., Fani Willis, who Criminally Indicted your Favorite President, ME(!), & many other Innocent People/Patriots, HIRED & EXORBITANTLY PAID a “Romantic Partner” to Prosecute the 45th President of the United States of America, &  then “financially benefitted from their relationship.” In other words, he was paid a “fortune,” & then took “Beautiful” Fani on expensive, but all paid for by Georgia, vacations to faraway lands!THE ATLANTIC JOURNAL CONSTITUTION: “The bombshell public filing alleged that Special Prosecutor Nathan Wade, a private attorney, paid for lavish vacations he took with Willis, using the Fulton County funds his law firm received. County records show that Wade, who has played a prominent role in the [FAKE!] ELECTION INTERFERENCE CASE against TRUMP & others, has been paid nearly $654,000 [WOW!] in legal fees since January 2022. The DA authorizes his compensation.”….."
6482,Donald J. Trump,@realDonaldTrump,2024-01-08 20:23:00,"A STATEMENT BY DONALD J. TRUMP, 45TH PRESIDENT OF THE UNITED STATES:FOLLOW THE TRUTH!"
6481,Donald J. Trump,@realDonaldTrump,2024-01-08 22:20:00,Crooked Joe Biden and the DOJ were totally involved in the persecution of his Political Opponent!
6480,Donald J. Trump,@realDonaldTrump,2024-01-08 23:34:00,Uncovering Voter Fraud should grant me Presidential Immunity against Fake Biden Indictments!
6420,Revolver News,@RevolverNews,2024-01-08 23:56:00,A Dem lawmaker admits ON CAMERA they’re importing third world illegals to stay in power…
6421,Revolver News,@RevolverNews,2024-01-08 23:56:00,A Dem lawmaker admits ON CAMERA they’re importing third world illegals to stay in power…
6423,Revolver News,@RevolverNews,2024-01-09 12:21:00,Rep. Clay Higgins just went on Tucker’s show and revealed the “smoking gun” from January 6…
6422,Revolver News,@RevolverNews,2024-01-09 12:21:00,Rep. Clay Higgins just went on Tucker’s show and revealed the “smoking gun” from January 6…
6419,Jack Poso 🇺🇸,@JackPosobiec,2024-01-09 13:32:00,MUST WATCH: DC judge asks Trump’s lawyer what if Trump had SEAL Team Six assassinate his political rivals
6418,Jack Poso 🇺🇸,@JackPosobiec,2024-01-09 13:32:00,MUST WATCH: DC judge asks Trump’s lawyer what if Trump had SEAL Team Six assassinate his political rivals
6477,Donald J. Trump,@realDonaldTrump,2024-01-09 14:13:00,"Page Two: No Immunity for a President would make it very difficult for him or her to do the job of protecting our Country. A current President would always be thinking, with every move made, whether or not there would be a Criminal Prosecution after leaving Office!"
6476,Donald J. Trump,@realDonaldTrump,2024-01-09 14:13:00,"Just finished a very productive Federal Appeals Court Hearing, in Washington, D.C., on whether or not a President should have Immunity. The answer is YES! Deranged Jack Smith was in attendance as the other side conceded two very important points, either of which would give the critical Immunity argument to us. If for any reason it were held that a President doesn’t have Immunity, then Crooked Joe Biden, after he leaves Office, could be charged for the horrible and dangerous job he is doing on the Southern Border, the Afghanistan Disaster with all of its Death, Destruction, and “Surrender,” or his quid pro quo on Ukraine, where he said, on tape, that if they don’t get rid of an Unfriendly Prosecutor, they don’t get the $1 Billion in Funding from the United States (He then clapped his hands, and said, in effect, “I won!”)….."
6475,Donald J. Trump,@realDonaldTrump,2024-01-09 14:19:00,"This is what the Democrats do to their Republican Opponent, who is leading them, by a lot, in the Polls. This is A.I., and it is very dangerous for our Country! Also, I was never on Epstein’s Plane, or at his “stupid” Island. Strong Laws ought to be developed against A.I. It will be a big and very dangerous problem in the future!"
